293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
293,299.87,306.47,312.82,318.93,324.81,330.46,335.9,341.13,346.16,350.99,355.65,360.12,364.43,368.57,372.55,376.38,380.07,383.61,387.02,390.3,393.46,396.49,399.41,402.22,404.92,407.51,410.01,412.41,414.72,416.95,419.09,421.14,423.12,425.02,426.85,428.61,430.31,431.93,433.5,435.01,436.46,437.85,439.19,440.48,441.72,442.91,444.06,445.17,446.23,447.25,448.23,449.18,450.08,450.96,451.8,452.61,453.39,454.13,454.85,455.55,456.21,456.85,457.47,458.06,458.63,459.18,459.7,460.21,460.7,461.17,461.62,462.05,462.47,462.87,463.26,463.63,463.99,464.33,464.66,464.98,465.29,465.58,465.86,466.14,466.4,466.65,466.89,467.12,467.35,467.56,467.77,467.97,468.16,468.35,468.52,468.7,468.86,469.02,469.17,469.32,469.46,469.59,469.72,469.85,469.97,470.08,470.19,470.3,470.4,470.5,470.6,470.69,470.78,470.86,470.94,471.02,471.1,471.17,471.24,471.31
